,SBI Bluechip Fund,ICICI Pru Bluechip Fund,Nippon Large Cap Fund,Axis Bluechip Fund,HDFC Top 100 Fund
2025-04-16,2.349993122238948,-0.17878543842927083,-0.16700916059755308,-1.4420672108037704,1.67817239531709
2025-04-17,2.366573435924531,-0.11942509617547327,-0.21961093413248953,-1.262770200516392,1.4158403526172814
2025-04-18,2.1713421668679906,0.04888787836204118,-0.18088325786715112,-0.7414358444937149,1.1869351611042058
2025-04-21,2.0740065584996983,0.7080178264627934,-0.14941787634160572,-0.656698604548105,1.277375265634982
2025-04-22,1.8521407569991823,0.8520916402224334,-0.6465653007742342,-0.740917301437769,1.7783829152561672
2025-04-23,2.010422668962851,0.9766984429892379,-0.4640850209049092,-0.6051134602704299,1.531743432865277
2025-04-24,2.1428149693035152,1.1119825398405998,-0.20649550729599483,-0.6987980643930672,1.6864090871091206
2025-04-25,1.8991523917593414,1.2119191689614521,-0.22532993337722057,-0.6160078279178834,2.0758818077240875
2025-04-28,2.165005710564675,0.703363482480183,-0.1816865411022802,-0.6142660077250978,2.206700760880836
2025-04-29,2.3764708303727136,0.6965701273802873,-0.6283632266871055,-0.44170184147283015,2.6137006015387216
2025-04-30,2.4938376916873453,0.7532849752613799,-0.4655077487211501,-0.49802812799661966,3.0855341714362434
2025-05-01,2.6353960057985937,0.8365853304023405,-0.06838090905123405,-0.47161942844305743,3.3418935571898243
2025-05-02,2.8473456227325404,1.1846932010596323,-0.4413578797983284,-0.2523508622940838,3.7087553993578437
2025-05-05,2.776645036401134,0.8807935555652618,-0.4715719822807851,-0.3149326595412184,3.7650157238847815
2025-05-06,2.90527559210327,0.9334955752842632,-0.18128321659389293,-0.2218127553033522,3.890156850382601
2025-05-07,2.5240857612855283,0.911953157413419,-0.5298246429067944,-0.028366505064192478,3.8752008892311456
2025-05-08,2.258360662054522,0.5865578742185108,-0.11051343773245255,-0.42455813434992856,3.7153642755838887
2025-05-09,2.1467971353061044,0.45267890413039624,0.034485467015398494,-0.6428525225576559,3.68846966131261
2025-05-12,2.2568189808016275,0.3512424921758611,0.24832003562356428,-0.23461077241515482,3.641259852906756
2025-05-13,2.001552882272309,0.33766611490755694,0.41356782680248705,0.08155850371812148,3.915228197929954
2025-05-14,1.958100666217221,0.2601111209426186,0.12307345936855447,-0.08173537354380372,3.6050833279436163
2025-05-15,1.9685029181875964,0.40642113214186276,-0.02694496702447893,0.335934977703996,3.606287602363695
2025-05-16,2.5421738573214285,0.6632043870050057,0.22346434720483402,0.42871829933661343,3.4514492146647386
2025-05-19,2.8435619653696746,0.7353916863055406,0.012152123221400567,0.5077899646643935,3.30477125200549
2025-05-20,2.699017592663436,1.389777139909769,0.40232349827024916,0.4893895461533638,3.5899761718885235
2025-05-21,2.552339325318772,1.0646504662061012,1.1753176591134387,0.7951274507110934,3.375609834780375
2025-05-22,3.0027402952612583,0.7150271116079878,1.138080015929883,0.6575604093764308,3.7521229876820543
2025-05-23,3.357209798437302,0.46261971861941126,1.389669947882008,0.6269591531487515,3.6815027345972076
2025-05-26,3.4628671979591052,0.21314629583858358,1.4772092222133129,0.40040734146933077,3.4674902486804386
2025-05-27,3.5762287315288486,0.21613597314928684,1.4755330224309209,0.18522404867740266,3.317752933036688
2025-05-28,3.3823574961818226,0.07200041725095577,1.6752525727714047,0.2566031318082156,3.4881899395618055
2025-05-29,3.483552144362367,0.11512631923789957,1.505553141055716,0.11269342050696345,3.3988364784952654
2025-05-30,3.6653393056788346,-0.023538563319880093,1.8560102968772643,0.22372790925490366,3.43965464326104
2025-06-02,3.6471420480128316,0.16333436363227713,2.0654448936101355,0.5204460737865348,3.310616713490119
2025-06-03,3.845393466831793,0.5720525433986805,1.9751818964690817,0.9484596472477205,3.3808532687487687
2025-06-04,4.0075570767650035,0.5790052299532027,2.0386547279776606,0.7929778532712065,3.323487212074592
2025-06-05,4.297029137350971,0.3664300644456354,1.9610297880287684,0.628136588022005,3.0710202514034015
2025-06-06,4.607536265506135,0.3923464214057559,2.2733355800385615,0.5614711364373703,3.235383745363231
2025-06-09,4.787321157126032,0.48678454061603466,2.105148290710249,0.5324424599962391,3.4876564803542474
2025-06-10,4.711057198843104,0.6764525760462641,2.277540474464922,0.08831023977357848,2.9625150651725947
2025-06-11,4.840583848646597,0.46472227120291143,2.7564437813434663,0.14365111968698563,2.9110941813466673
2025-06-12,4.834298267968457,0.13020378014959713,2.7666841925879333,0.3024588452727232,3.0793787671934725
2025-06-13,4.853491689636803,-0.3022222532831626,2.8315095661981835,0.693947564631058,2.864013685738978
2025-06-16,4.961374853127502,-0.46839678704962784,2.78023863396758,0.26057756598153986,2.645871473898773
2025-06-17,4.971776908725061,-0.42189619773643566,2.99270834065778,-0.2244335751227163,2.782017298456474
2025-06-18,4.749303867034154,-0.30708640989806874,2.951481733574336,-0.018780631994147583,2.6748207275135356
2025-06-19,4.9192966083536795,0.057187478390653614,2.8350916043510614,-0.26519560165092054,2.650450771068759
2025-06-20,4.781110692518744,-0.2782103051337092,2.4496496630275963,-0.09856684931736907,2.4101855980605262
2025-06-23,5.158098096411942,-0.396378961268237,1.9613199359804843,-0.319897540283273,2.1918861598005854
2025-06-24,4.774139972825801,-0.5815140133998642,1.8360181349885438,-0.45227657418859474,2.401563866873324
2025-06-25,4.752197239468359,-0.8079139811621107,1.9460844059842353,-0.7974247818277762,2.4787637896881587
2025-06-26,4.853303226244656,-1.1815009832525167,2.0772965332153825,-0.0736274244290885,2.7894391736676174
2025-06-27,4.967266040703243,-1.4498653663235141,2.0939804852537844,-0.03816279439543128,2.638317068623951
2025-06-30,5.013775534728238,-1.2563585292406165,2.170709843414927,0.02473011271998328,2.7659583119140274
2025-07-01,4.833709730447934,-1.5354336566151148,2.1346356526438064,-0.3585396564809399,2.5084334300620768
2025-07-02,4.574174057000076,-1.1648175951325135,1.708405816825933,-0.14142080054465928,2.5066926742882574
2025-07-03,4.8977744589519,-0.9774901867900347,1.4480655867876342,0.010547672499910793,2.432190567325567
2025-07-04,4.9747612742947664,-0.866670828480512,1.355917022143024,-0.06443824729288042,2.195283568154891
2025-07-07,4.797323639318214,-0.9444084322244464,1.5256881331815972,0.7209025262543657,2.504155371627968
2025-07-08,4.662471872083128,-0.832089540052306,1.5552191798517598,0.5847521280188978,2.651079197684746
2025-07-09,4.8165115808860515,-0.378009983574145,1.5024020167928251,0.513038639137418,2.810810063794986
2025-07-10,4.810372397792239,-0.0674979748309451,1.990958359255201,0.5371389616953103,2.657540396107788
2025-07-11,4.91078480397627,-0.08571505631212191,1.7828981638494363,0.3571849544131095,2.669675542921077
2025-07-14,5.44498330648663,-0.09865042504632549,1.838105541036657,0.8707550057131604,2.524462278384978
2025-07-15,5.414278132291872,-0.40272911490965113,2.2558028994026276,0.992717069294507,2.6282751611688546
2025-07-16,5.698111866315586,-0.7127269063902566,2.179843859107677,0.7930725991771996,2.6103090792387924
2025-07-17,5.716832455738409,-0.6760405408934571,2.344918943767863,1.2431624896377287,2.661630550091173
2025-07-18,5.931050782768261,-0.32175569752995553,2.2267067331378483,1.0497066542184712,2.804689320988304
2025-07-21,5.466517047508703,-0.19241851660008374,2.1958309652529246,1.111809415763609,3.3638977033020914
2025-07-22,5.09321397456077,-0.26886294978676323,2.3909296563416556,1.3483944222276583,2.971628831078531
2025-07-23,5.415631306879506,-0.36148323835478835,2.491681814910062,1.4957975382872095,2.829695631652485
2025-07-24,5.486127364656081,-0.4996478384872541,2.63148344314605,1.3123479458776144,2.826112543363945
2025-07-25,5.5194336231812535,-0.6412760534378789,2.7909308757190807,1.1618451768380884,2.4661136195777287
2025-07-28,5.4003686455087605,-0.30885786611317756,2.538987402555965,1.432292804677452,2.298132262107201
2025-07-29,5.545633545325848,0.040557782185666975,2.8394952672857503,1.624806140590425,2.4615953118510094
2025-07-30,5.449042538598543,-0.11844067290111548,2.836852875226671,1.6112605069986037,2.7086574404213573
2025-07-31,4.785758520547919,-0.19949182656847986,2.8589743588417327,1.806983878800882,2.544069341735219
2025-08-01,4.834929816315243,-0.17376117730468654,2.869248539496714,1.9675076899312385,2.5130125520236613
2025-08-04,4.639981272520596,-0.37644023835829554,2.5544915659841623,1.7263404873313717,2.5097707371234192
2025-08-05,4.362731212294048,-0.35765689019874813,2.5912736218975416,1.721603960226888,2.3938980144645785
2025-08-06,4.163721622651321,-0.3882669938426848,2.8347627771882706,1.526789891386947,2.3224886727334915
2025-08-07,4.345914370320514,-0.22642935615115511,2.854279772355616,1.2934786132599614,2.13246415198353
2025-08-08,4.338421736396721,0.14585402451653307,2.9000919310806172,1.4126386151926495,1.8119572536959094
2025-08-11,4.178302608204135,0.32042099589479606,3.014470813092609,1.4229179254888515,1.7952686611980042
2025-08-12,4.446139667165353,0.2614717791219026,3.0863512818157033,1.1188720452834484,1.6442591912487416
2025-08-13,4.700322318232833,0.5981097098408024,2.8941855442546416,0.9086955761388172,1.6168288388567937
2025-08-14,4.4831563385751165,0.35780489463909837,3.0772875063806753,1.1226430264001652,1.6853505956297297
2025-08-15,4.529305112428606,0.0224033827493271,2.9926810514646367,1.7345324986269341,1.9565978768682912
2025-08-18,4.409953633561742,0.28215573952622114,2.7390141851129646,1.643517793812762,2.1879888251208923
2025-08-19,4.235564901960858,0.22737833484011294,3.003884464759726,1.3383718992181763,2.2019888289884184
2025-08-20,4.007346593777414,0.00018940109553060755,3.1282160745758087,1.3327420893973334,1.83243004720281
2025-08-21,4.110827647628101,0.16015892711749183,3.0584373063216894,1.2222651309591241,2.002888355887464
2025-08-22,4.044319383001317,0.11280140335635881,2.9806753833597193,1.1658279007468324,2.2221144751237443
2025-08-25,3.9592477176055723,-0.209538261619035,3.113050004897292,1.1884416145830945,2.3255527315575946
2025-08-26,4.3715354385109215,-0.12605985239475806,3.1505620515352097,0.7216656269194925,2.1263675094190195
2025-08-27,3.8487413843722256,-0.12078897157796321,3.1264266357376207,1.2694320326788975,2.4209496209937527
2025-08-28,3.8069354960556763,-0.12756377138043012,3.079402700110272,1.5014524256417119,2.408772336505235
2025-08-29,3.918467730071628,-0.34531136828852654,2.866214461250137,1.5413263326607962,1.9240607831146708
2025-09-01,4.185827646500156,-0.13051110121352102,2.534010104763116,1.2852032306337275,1.7479874353808413
2025-09-02,4.1960729723977375,0.08118718501011116,2.924861661057509,0.7841053785726655,1.0207803791337446
2025-09-03,4.21762368505894,-0.08575077700835759,2.9030875326172394,0.8178352840954363,1.2139435817206679
2025-09-04,4.202963983909513,-0.5494351520108739,2.6013019794026797,0.8396968218428423,0.4452574224870708
2025-09-05,3.9916457940360948,-0.684508608095598,3.4988656512802776,0.805658205247928,0.3226775486916495
2025-09-08,4.145288934700166,-1.0094452278387984,2.8416847842483555,0.9830703798564732,0.5459159995969656
2025-09-09,4.5413074055806355,-0.5534652572610554,3.0465379689553953,0.5664248230469044,0.6151153028256069
2025-09-10,4.918918100239783,-0.8176575716320361,3.33504157066542,-0.1264816325871613,0.3906583808577608
2025-09-11,5.2214406900354335,-0.681304477642169,3.2816158861704516,-0.13795786712714259,0.18001835483910356
2025-09-12,5.209241423954626,-0.4872636008833912,2.3208582912034075,-0.1370770011286197,-0.0672698209905049
2025-09-15,5.173975814005692,-0.5495107233792222,2.393501042291559,-0.6073411527377699,-0.37996843789327694
2025-09-16,5.133991078051534,-0.6320194084313443,2.2770580734492447,-0.6018977109508085,-0.4160971673782804
2025-09-17,5.356453204571849,-0.23803668887541723,2.3545731296643146,-0.860002650680005,-0.06166343753789193
2025-09-18,5.351446106909733,-0.04180666175716867,2.3028907602037987,-0.9996597750741713,-0.23884976254863322
2025-09-19,4.79201171314323,-0.0427571969914958,2.2325765623097,-1.4443747185485938,0.08184897585844772
2025-09-22,4.4918495097782465,0.23406344766640558,2.3983189207081383,-1.3679807073253865,0.4461741366786804
2025-09-23,4.4553091140590935,-0.38395329147740226,2.584961447066232,-1.2505113522812592,0.6067098275466841
2025-09-24,4.718495568140728,-0.20298269063849697,2.3338169026628175,-1.4012329947529218,1.074202311356314
2025-09-25,4.385122238758354,-0.10922001974276331,2.205639172162845,-1.113369575909518,0.46149022715188603
2025-09-26,4.159835401978324,0.02649180355760721,2.092573270007746,-0.578715561069262,0.9089780187672278
2025-09-29,3.4025783146677133,0.2888160043599649,2.1651296815477155,-0.395275900190526,0.8356337987126781
2025-09-30,3.1994151210835784,0.30827469022478887,2.1569593599254104,-0.09681837055993069,0.711706479267102
2025-10-01,2.6995112837811273,0.4920582162197654,2.2889454440313526,-0.005865862773642611,0.8823043689636183
2025-10-02,2.264228448060952,0.6885524190797405,2.608483912359644,0.26825443186385894,0.78890395236193
2025-10-03,2.208228843239477,0.378602402291761,2.4823304952282013,0.3071033336070529,0.6643565902209682
2025-10-06,2.2025237725935924,0.11691223623963165,2.16730886630589,-0.07056827113207399,0.4088109327895273
2025-10-07,2.18834710122029,-0.31726283519613985,2.4130589137380833,-0.5714668277392907,0.5068709306088239
2025-10-08,1.8162830111814563,-0.7426483060542333,1.9191116106842727,-0.503650366032771,0.8911948867316559
2025-10-09,1.6053675900803377,-0.39739263214113646,2.096063260297519,0.09062998746332374,0.9608288035955385
2025-10-10,1.364641337369865,-0.4633954117489491,1.657614501446937,0.26523844664287854,0.9726179147637012
2025-10-13,1.0240809147895795,-0.4590564893164331,1.9055692986625017,0.41360765589688053,0.8516996420350175
2025-10-14,1.316275829911993,-0.7541828536822763,1.520246370566583,0.8842701113577695,1.297248703180179
2025-10-15,1.4437806266044544,-0.4588172432141943,1.5745229743332863,0.7637315670647558,1.047778971311208
2025-10-16,1.1934699616989668,-0.21608053090830773,1.3005035113211731,0.7445930736637653,1.1227807219393442
2025-10-17,1.3527977573355172,0.05588353416112275,1.1463436015816189,0.6056936965721611,1.4184041759038857
2025-10-20,1.3239645437809147,0.04520171208267368,1.204671596696668,0.7564554269211515,1.6019425439959465
2025-10-21,1.0008093869123633,-0.062022566504436695,0.9931883812172129,0.7459006466191186,1.9072432470677305
2025-10-22,0.951091243153241,-0.22745522697350395,1.1257488627783145,0.5315978090167466,1.8284701231428815
2025-10-23,0.6036642664107249,-0.6181782731048009,0.9685085369653829,0.41607644523471554,1.6062554467982895
2025-10-24,0.38767187951962295,-0.1854287863252666,1.042924374166472,0.160942091713285,1.2710501433600885
2025-10-27,0.3290049117010101,-0.30874971894123737,1.4599755776469743,0.09150041467935699,1.272147230885013
2025-10-28,0.887607496450402,-0.2972357905144236,1.2856023655008078,-0.09501900247373596,1.4169425574423686
2025-10-29,0.8694981186066548,0.004865363865861502,0.9319463647659167,0.00034166588761044354,1.1173688698037871
2025-10-30,0.6536074296181518,0.12959795181390238,0.5230803036087663,-0.22184839943814366,0.604459398232882
2025-10-31,0.37733614295246,0.26774761672176295,0.44847115461102227,-0.13208759981650886,0.8676496368448441
2025-11-03,0.6823252020679861,0.056346554019327526,0.37385656562623576,-0.15937046785403253,0.4985018766456782
2025-11-04,0.8063936769045931,-0.002221189573113014,0.32448801820969575,0.14394323227650405,0.3314632886126196
2025-11-05,0.7725197412159115,-0.19850093765549598,0.5408726572203393,0.5485849813426269,0.37191576405499643
2025-11-06,0.37627037150613063,-0.5081592565206612,0.9916231164149567,0.5528108001873118,0.23657690416534305
2025-11-07,0.5193206768515083,-0.8491053338839333,1.1496219432105372,0.4682812360955206,0.40653351062505916
2025-11-10,0.5398771324149326,-0.576965915498857,1.3798048011726858,-0.003748871944077108,0.36840400514487104
2025-11-11,0.590731727672392,-0.4723663005635853,1.4689814837637132,0.27177510291033324,0.48294076158498694
2025-11-12,0.6706070813574128,-0.5938138313939614,1.4467518568767381,0.12677573682136054,0.5908359127008376
2025-11-13,0.9362531510967099,-1.147453192111832,1.3315846054114466,0.1537681437464558,0.8002205583424734
2025-11-14,0.8043484385830326,-1.0016832400362456,1.7100868784622092,0.33347564653648704,0.8925626764115682
2025-11-17,0.8456153046697377,-0.9694038958272551,1.6660895824757378,0.15019054386081293,0.8481373472344123
2025-11-18,1.069898478344392,-0.6538611276576048,1.5380956328509034,0.1963266420026351,0.7999482022563276
2025-11-19,1.3886439530759414,-0.48579612041214165,2.0375504754625147,0.31612357461424806,0.849336460717646
2025-11-20,1.3906527774532684,-0.4913122715248192,1.7888792831945879,0.028413728669886413,0.8930761776895693
2025-11-21,1.474130407312892,-0.45853889940255294,1.7592770792602805,-0.16292646569950575,0.671283453583398
2025-11-24,1.796326636449963,-0.34868855389791753,1.708246323671219,-0.16936676014067054,0.4725538098692151
2025-11-25,1.778835995514926,-0.10541386858376758,1.0119454069553218,-0.6909145904524475,0.43484552424846507
2025-11-26,1.6251794949468903,0.2989533816083914,1.0648423688374895,-0.911676580386643,0.3934831561796964
2025-11-27,1.3073336266666238,0.5183732939358214,0.45389401813122077,-0.5382862350623544,0.24013303687769016
2025-11-28,1.3937341168212156,0.5546293716814745,0.21130599816540283,-0.6805593741792668,0.52309578048721
2025-12-01,1.5870918948915973,0.29374836596072934,0.29225654905355913,-0.7700487209455354,0.7799215725876036
2025-12-02,1.167461157081318,-0.1184255935258633,0.4648353966010996,-0.5802979394280716,0.8506382613885264
2025-12-03,1.4429286844726348,0.013021957680815238,0.22723122802815043,-0.2413180666327551,0.5211083322152423
2025-12-04,2.250894062520004,-0.1658716543740639,0.1649434652972224,-0.11763790727125811,0.7827853557654948
2025-12-05,2.452772921812864,-0.16493590028127522,0.1885994489258839,-0.5244655732256454,0.6915843683487722
2025-12-08,2.6279211840001384,0.018751789319106777,0.2627628342162245,-0.3882404192760154,0.9350915350994214
2025-12-09,2.8425025176381804,-0.25844582392793763,0.02319279711349398,-0.6335619930558384,0.6602742639987357
2025-12-10,2.7395705039698814,0.05366721961218723,-0.037761738590555254,-0.6986225888885799,0.6975587281542358
2025-12-11,2.8041170903813493,0.15714287218691986,-0.169973374467095,-0.39385460590366533,0.7976381057296115
2025-12-12,2.7065423267960975,0.0277192781563517,-0.22579553450796064,-0.2895905484993339,0.6021583165227001
2025-12-15,2.9248376807018133,-0.03081990922393397,-0.5628462941696128,-0.1845201184388028,0.7138385722463475
2025-12-16,2.4177924863138713,-0.013109485917555825,-0.511850607783313,-0.09898274503520656,1.0078462291360553
2025-12-17,2.3748783517387917,0.1657919061185125,-0.6207892226461261,0.2045789490839158,0.8705798436403007
2025-12-18,2.507604255343121,0.6727481144672726,-0.5241291154153689,0.299534357891922,1.1551513179862258
2025-12-19,2.1160296523302984,0.7039832563973502,-0.2871776146778671,0.251496901366144,0.8690265369487594
2025-12-22,2.593363167865582,0.0006726575726282484,-0.2818806867498555,0.12968914091408465,0.7705252569869584
2025-12-23,2.6622785575371504,0.3046786984540673,-0.18958018626597062,0.5120038120628324,0.538841841935773
2025-12-24,2.492679726989262,0.6181860414255301,-0.2049458520465281,0.49506749085437557,0.9050911537637247
2025-12-25,2.542389230223054,0.32070821645465,-0.2552822310478741,0.4879424550436714,1.241338439594077
2025-12-26,2.6767209457131984,0.19356022005735987,0.2724618386140326,0.4993547575990935,1.248186296650952
2025-12-29,2.9891977484921988,0.059313637670002035,0.19701489423091034,0.6444915830556537,0.6148529753041776
2025-12-30,2.838197445779193,-0.3773492486593092,0.1957008346948182,0.96304983016234,0.7098169166844716
2025-12-31,3.2768329113000116,-0.5571619829313829,0.2736063053184603,0.7244110112792563,0.42000429454938615
2026-01-01,3.036811339042685,-0.5040649130648672,0.14726334338330896,0.9957581954471196,0.4048830480922474
2026-01-02,3.0194174207692934,-0.5493544954319621,0.21451934769286027,1.0809408785291332,0.6297683215693145
2026-01-05,2.9836835796480323,-0.6000989135852078,0.22244554484683007,1.4274128968801347,0.6157559399187805
2026-01-06,3.0365289106532,-0.8316979509744173,0.1663361950521642,1.7514410256860111,0.9856531943233577
2026-01-07,2.6235846063021913,-0.7338740863857192,0.21819959868406466,1.4823994678219368,1.2556104269322754
2026-01-08,2.761639145149272,-0.4428065089426613,0.24127392593395997,1.4450020547202829,1.9260604722197534
2026-01-09,2.9047410195374415,-0.18547034007483376,0.14722154211156716,1.3453080889920033,1.8393758657583548
2026-01-12,2.6761062174224937,0.24163077546773776,0.6374551116418834,1.204975050535439,1.2771878037134203
2026-01-13,2.5302699750412025,-0.5701431835476547,0.29651217940334945,1.3626010071861838,1.4099824295403456
2026-01-14,2.581271530248408,-0.2503092576964492,-0.06376149542719096,1.387586713642349,1.614962679637496
2026-01-15,2.5061037277763547,-0.0833484725017868,-0.16870651354882113,1.2092847851620556,1.4791353888592882
2026-01-16,2.419043071159089,-0.23279430785259594,0.32087018990723426,1.4545286921642397,1.769036764213191
2026-01-19,2.0578563586998135,-0.48317611575086933,0.1497890615461188,1.954372796269152,2.254702842185565
2026-01-20,2.1807945827817536,-0.4201229498213981,0.20622525830548757,1.6507481405272224,2.1128826232780025
2026-01-21,2.088528875188722,-0.5124865698970111,0.18649011641701776,1.973259662055976,2.2947118887386555
2026-01-22,2.1919395739952408,-1.090464908345999,0.40842297058901456,2.048259270467715,2.5128251605880534
2026-01-23,2.4119345619232755,-1.5534634692464435,0.36152377305323885,2.220681715539293,2.3349620143185
2026-01-26,2.523553150358439,-1.9315645963522268,0.11751423363552059,2.3103824901408254,1.9988818286338894
2026-01-27,2.0397049283614255,-1.7676860830462564,-0.04242990432646929,2.1510243863804788,1.963536373985126
2026-01-28,2.087479021606015,-1.9309676892166514,0.06097055486513643,2.4031916586570765,1.4125028901143284
2026-01-29,1.8727042606844198,-1.9848703334300313,0.06837574700511596,1.8987235064980268,1.6938766867641957
2026-01-30,1.887792532412889,-2.2903480932637823,0.10050960972542124,1.3922137981690457,1.1595882456940998
2026-02-02,2.0441235399706765,-2.7435474424393527,0.1618869748937414,1.3994357669463606,1.1402944803503334
2026-02-03,1.8827565090309408,-2.5637534972090292,0.48378165519065913,1.3234796727855147,1.4230117904023962
2026-02-04,2.5676129739197875,-2.5519733406817013,0.7254576325950799,1.134373900715149,1.2976933812514782
2026-02-05,2.804087377694274,-2.994495440778674,0.4383151313874059,1.1397015142871296,1.330183590361214
2026-02-06,2.734925192014605,-2.7704928877657946,0.10230874713048432,0.8968161609457168,1.4517954308070944
2026-02-09,2.5906488788714803,-2.9349906943262147,0.223559219130686,0.7439795673443553,1.9589601422826959
2026-02-10,2.5994835920623607,-2.8408120366046963,0.21742657020011943,0.9609935495564811,2.1114598517306216
2026-02-11,2.806741567090972,-2.5741065562826906,0.4075703016068602,1.1470187595126418,1.780448992386446
2026-02-12,2.554276018857211,-3.1588535956106027,0.030020087804807135,0.6924138945332214,1.6979882234296386
2026-02-13,2.7229025769621913,-2.7536270484911696,0.0570129679834622,0.8592243639841214,1.687218368020346
2026-02-16,2.861898342015567,-2.9457621885946916,-0.13966648118687616,1.0410333381224246,1.6610174590232998
2026-02-17,2.29923319387402,-2.602687878574485,0.06000806613108339,0.9148869892084218,1.2835783986204992
2026-02-18,2.068813986426547,-2.962832427561969,-0.1555944611947039,1.095314205330302,1.7227308850147083
2026-02-19,2.3541187647352655,-3.201808146225065,0.12737749255985517,0.9095694012265367,1.6361868443169407
2026-02-20,2.4933585235353664,-3.6652153076992025,0.24141742503249808,0.7363720211901756,1.3574690448336861
2026-02-23,2.3919408720582647,-3.759091763974642,0.200423482509366,0.4321782110614376,1.1603168761253857
2026-02-24,2.7573524662440967,-3.8744456461106678,0.48085932085707916,0.36692176442257224,0.8910151773109232
2026-02-25,2.7428771187955743,-3.6818734836420544,0.3359342852993343,0.5354785089940416,1.095022770693605
2026-02-26,3.1883091871384166,-2.96457023740538,0.29586097449847687,0.47388432618190357,1.5884605212624052
2026-02-27,3.460513678217911,-3.133877617090329,0.3758040585459014,0.6480677923538187,2.008442191163203
2026-03-02,3.5915480935709456,-3.0055364803945226,0.19666652632343878,0.6132116507006468,1.951747013652342
2026-03-03,3.491249476029335,-2.863139484037188,0.21471446830275717,0.8328873203856934,1.7689826562416044
2026-03-04,3.4222137864858517,-2.9815290749525616,0.6816037831300636,1.2783426728661529,1.726132441536734
2026-03-05,3.4864723275913256,-3.2320877088489883,1.3020737470555344,0.7764075324087234,2.0461628841962627
2026-03-06,3.3464358027641654,-2.8915728931269506,1.3296978431367557,0.7304040538062332,2.240838145550788
2026-03-09,3.1045677786742223,-3.234279645296777,1.12214720454128,0.27476617169849377,2.7514186173028374
2026-03-10,2.937159632635315,-2.680046516223765,1.2448423570938114,0.323587098457017,2.979838331200032
2026-03-11,3.0547172496697192,-2.6917351206546765,1.5718403027092538,0.016953920603695036,3.170377753048012
2026-03-12,3.1955300894647305,-1.7395327201425328,1.7571884103449098,-0.24254657104782074,3.5760486663307205
2026-03-13,3.201179993953521,-1.4010227681538236,1.4827013206933255,-0.3877384538404747,3.2437077696422185
2026-03-16,3.1133252245666565,-1.7925049028740911,1.2040700374619153,-0.690886900108841,3.577218100716393
2026-03-17,2.971872302849062,-1.7876009497180216,0.990110430741185,-0.862438308925726,3.6203988887248233
2026-03-18,2.423690899187128,-1.5494472028579345,1.2250368894806796,-0.9126502959880983,3.504423787284767
2026-03-19,2.402703118082938,-1.116446287963207,1.140666528737891,-1.0838047681023244,3.6251968087712703
2026-03-20,2.5679880054047097,-1.1387691259198731,0.8343570889687205,-1.2182393390375899,3.788144102650862
2026-03-23,2.519499877331431,-0.73774214558168,0.7510018505166647,-1.331635031905613,3.7233886655132404
2026-03-24,1.866639497839738,-0.784071554735005,0.7283590229280078,-1.143818932429583,3.5312454227720593
2026-03-25,1.8684182145061534,-0.7864259441644896,0.47285441325091165,-1.3957050920533183,3.538691712683816
2026-03-26,1.9692078896204699,-1.0197559524898356,0.6741487950126871,-1.6358978897573422,3.5658091228159208
2026-03-27,1.8762303772419313,-0.8182683677750096,0.5456714011417174,-1.5900558938452931,3.828423421736252
2026-03-30,1.6486899027884137,-0.735854343074127,0.9718043407482984,-1.6813377577227866,3.9248211971432925
2026-03-31,1.871448960297922,-0.7741644829763775,1.5574549438351761,-1.0797474696992282,3.9944876196866277
2026-04-01,1.7634798743773334,-1.0583143618282864,1.2589738274439108,-0.9753382523465314,4.306731777114529
2026-04-02,1.7079404868604278,-1.6049469319801948,1.732399257058328,-1.242341798888764,4.383901990981095
2026-04-03,1.934601483415565,-1.5257592299469498,2.0128487210205517,-0.6951319253619729,4.46789547497464
2026-04-06,1.8139759141381997,-1.4830997607109977,2.2539546726811874,-0.4594307268796984,4.212007068626135
2026-04-07,1.9528826127097594,-1.036207498906431,1.8429399805488598,-0.6746458789936504,4.10240239941201
2026-04-08,2.0997206937638073,-1.135085829689022,2.3639495255181884,-0.9435068540413195,4.347880583409965
2026-04-09,1.8565122982049354,-0.7253547175709969,2.9586990585314186,-1.245493861239095,4.1352226774082625
2026-04-10,1.6042342248812527,-0.5707466828210688,3.0027354675685447,-1.1000230857227415,4.123283397946889
2026-04-13,1.5920057170134876,-0.6021819998061436,2.9180007536834562,-0.8620763906352973,4.228920170759053
2026-04-14,1.9547444659637678,-0.08947765958752334,3.0535452222955253,-0.7800072911276021,4.26747998549489
2026-04-15,1.9240464610233554,-0.2345834974915353,3.112388363046346,-0.44853393461640734,4.092444972514005
2026-04-16,1.8556748812178006,-0.3008778141946855,3.269853302451993,-0.4724511887776436,4.325930720285094
2026-04-17,2.21569254176265,-0.2595209949262866,3.2842343212009193,-0.5546900376844205,4.809188659482749
2026-04-20,2.4400548340806054,-0.34874276229279794,3.556229435744233,-0.35392993897083985,4.1469113267165065
2026-04-21,2.961708444891752,-0.2513470052881553,3.4258935397853922,-0.4592351605071273,3.838582640002574
2026-04-22,3.0005584984320994,-0.4331177586844436,3.6795066420062366,-0.7401986699671035,3.4983635822431913
2026-04-23,2.671098977229562,-0.6493799343586236,3.1210026009074108,-0.9497189306535189,3.1193275553432165
2026-04-24,3.007473542655322,-0.9239988654628477,3.0021743623522426,-0.9362885146429316,2.516220639754422
